County,Percent 2020,Percent 2010,Percent 2000,Percent 1990,Percent 1980
"Harrison County, Texas",4.38,4.75,,8.49,5.05
"Chemung County, New York",4.36,1.09,,2,0.85
"Lucas County, Ohio",4.36,3.43,,5.75,0.55
"Covington city, Virginia",4.36,6.59,,,
"Crockett County, Tennessee",4.34,4.48,,8.35,4.63
"Lonoke County, Arkansas",4.34,0.79,,3.77,0.82
"Smith County, Tennessee",4.34,1.6,,,
"Elkhart County, Indiana",4.33,1.97,,1.6,0.05
"Franklin County, North Carolina",4.3,1.73,,10.55,1.5
"Anderson County, Texas",4.3,2.02,0.19,7.56,0
"Limestone County, Alabama",4.29,1.05,0.91,4.81,1.5
"Rusk County, Texas",4.28,3.26,,6.96,1.18
"Cumberland County, New Jersey",4.28,1.18,,4.47,0.38
"Lawrence County, Ohio",4.28,0.86,,0.86,0
"Pike County, Arkansas",4.27,1.63,,,
"Greene County, Georgia",4.26,7.58,,30.54,0
"Limestone County, Texas",4.26,4.7,2.92,6.52,0
"Muskogee County, Oklahoma",4.24,4.21,,4.37,0.38
"Sabine Parish, Louisiana",4.24,3.31,,4.97,0
"Gulf County, Florida",4.23,3.95,1.35,4.71,0
"Smith County, Texas",4.22,4.11,,8.66,4.33
"Hamilton County, Ohio",4.22,2.59,0,7.94,1.18
"Evans County, Georgia",4.21,0.69,,20.32,0
"Polk County, Georgia",4.21,2.59,,2.47,0
"Raleigh County, West Virginia",4.21,2.01,,2.32,0
"Boyle County, Kentucky",4.2,4.41,0.08,2.86,0
"Peoria County, Illinois",4.19,1.87,,4.19,0
"Lincoln County, Georgia",4.16,4.43,,22.09,13.71
"Stephenson County, Illinois",4.15,2.86,,1.6,0.91
"Navarro County, Texas",4.15,3.99,0.11,6.4,0.48
"Todd County, Kentucky",4.13,1.03,,3.31,9.04
"Jackson County, Arkansas",4.13,2.98,,4.33,0.72
"Putnam County, Georgia",4.13,4.54,,19.54,0
"Hardee County, Florida",4.12,2.31,0.14,1.4,1.17
"Saline County, Arkansas",4.12,1.01,,0.8,0
"Bibb County, Alabama",4.11,4.22,,12.61,5.33
"Okfuskee County, Oklahoma",4.1,2.99,,3.45,2.49
"Kanawha County, West Virginia",4.1,1.61,,2.5,0.05
"Aiken County, South Carolina",4.08,4.44,,9.31,0.17
"McCurtain County, Oklahoma",4.07,1.78,,3.28,0.43
"Henry County, Tennessee",4.05,3.49,,3.92,5.52
"Caroline County, Maryland",4.04,4.39,,3.71,0
"Martin County, North Carolina",4.03,3.94,,19.32,5.63
"DeSoto County, Florida",4.03,3.55,,3.9,0.26
"Grady County, Georgia",4.01,4.76,1.65,18.7,2.27
"Bartow County, Georgia",4.01,1.72,,3.06,0
"Poinsett County, Arkansas",4.01,0.8,,2.18,0
"Austin County, Texas",3.98,3.58,,4.34,0
"Orange County, North Carolina",3.97,2.1,,5.74,1.53
"McCracken County, Kentucky",3.97,1.43,,3.04,0.83
"Seminole County, Florida",3.95,0.77,0.11,2.71,0
"Haralson County, Georgia",3.93,,,2.39,0
"Livingston County, Kentucky",3.92,1.87,,,
"Robertson County, Texas",3.91,2.24,,13.2,0
"Pulaski County, Illinois",3.89,3.34,,11.79,0.7
"Lincoln County, Mississippi",3.88,5.38,,9.29,0
"Guilford County, North Carolina",3.87,3.33,,11.47,5.53
"Rutherford County, North Carolina",3.86,4.99,,4.99,3.53
"Hawkins County, Tennessee",3.86,0.9,,1.01,0.74
"De Soto Parish, Louisiana",3.85,4.33,,12.83,0
"Rankin County, Mississippi",3.84,2.02,,6.45,0.86
"Patrick County, Virginia",3.84,0.95,0.74,2.08,0
"West Baton Rouge Parish, Louisiana",3.83,0.78,,9.4,0
"Lauderdale County, Alabama",3.82,2.53,0.38,4.31,0.42
"Carroll County, Tennessee",3.81,2.11,,3.14,2.14
"Crisp County, Georgia",3.78,0.93,,12.6,1.41
"White County, Arkansas",3.77,0.84,,0.95,4.59
"Clarke County, Georgia",3.76,3.3,,7.35,1.16
"Tattnall County, Georgia",3.76,5.4,0.22,16.76,0
"Franklin County, Tennessee",3.75,1.17,1.03,2.97,0
"Lee County, North Carolina",3.74,4.41,,21.57,16.55
"Monroe County, Mississippi",3.73,2.99,,9.54,2.46
"East Feliciana Parish, Louisiana",3.72,6.68,,19.25,0.56
"Falls County, Texas",3.7,3.02,,12.6,0
"New Madrid County, Missouri",3.68,2.59,,4.25,0.53
"McIntosh County, Georgia",3.68,3.73,,28.8,0
"Bamberg County, South Carolina",3.68,2.33,,26.8,0
"Donley County, Texas",3.68,,,,
"Moore County, North Carolina",3.66,4.61,,13.99,7.37
"Lee County, Virginia",3.66,1.85,,0.51,0.48
"Walthall County, Mississippi",3.66,1.22,,19.15,0
"Lincoln County, Tennessee",3.65,3.88,0.2,0.74,0
"Van Buren County, Arkansas",3.65,,,,
"Chesapeake city, Virginia",3.65,3.02,,,
"Lynchburg city, Virginia",3.65,0.97,,,
"Atkinson County, Georgia",3.64,8.5,,16.13,0
"St. Bernard Parish, Louisiana",3.63,,,1.64,0
"Greenville County, South Carolina",3.62,1.72,,6.79,0.93
"Durham County, North Carolina",3.61,2.52,,13.34,5.63
"Spartanburg County, South Carolina",3.61,3.58,,8.43,1.78
"Kaufman County, Texas",3.58,1.8,,5.94,0.55
"Knox County, Texas",3.58,,,,0.26
"Amite County, Mississippi",3.57,10.13,,20.06,12.21
"Richland County, Ohio",3.57,1.34,,2.84,0.14
"Coffee County, Alabama",3.57,2.64,,6.27,0
"Rockcastle County, Kentucky",3.57,,,,
"Taylor County, Georgia",3.56,2.73,,25.49,0
"Logan County, Kentucky",3.55,1.98,,4.87,2.32
"Randolph County, Alabama",3.55,8.52,,8.47,0.59
"Jackson County, Alabama",3.52,1.59,0.15,1.5,0.08
"Jasper County, South Carolina",3.52,3.08,,26.27,0
"Lake County, Michigan",3.52,1.01,,3.73,0
"Cooper County, Missouri",3.52,1.27,,2.02,0
"Wells County, North Dakota",3.52,,,,
"Shawnee County, Kansas",3.51,3.67,0.02,2.76,0
"Comanche County, Oklahoma",3.49,2.19,,7,0
"Dodge County, Georgia",3.48,0.94,,15.99,2.66
"DeKalb County, Indiana",3.47,,,,
"Granville County, North Carolina",3.46,1.6,,15.45,4.46
"Wharton County, Texas",3.46,2.83,,5.52,0
"Rock Island County, Illinois",3.44,2.42,,2.16,0
"Jay County, Indiana",3.42,,,,
"Horry County, South Carolina",3.4,2.93,,5.26,0
"Cherokee County, South Carolina",3.38,4.05,,7.66,6.46
"Calhoun County, Michigan",3.37,2.12,,4.14,0.35
"Clarke County, Mississippi",3.37,3.69,,15.22,0
"Caroline County, Virginia",3.36,2.7,,16.26,0
"Arkansas County, Arkansas",3.35,5.43,,6.66,0
"Boone County, West Virginia",3.34,1.98,,,
"Union County, North Carolina",3.33,2.17,,11.22,7.15
"Dyer County, Tennessee",3.32,1.45,,4.46,5.23
"Lanier County, Georgia",3.32,1.91,,16.02,0
"Arlington County, Virginia",3.31,2.18,,5.77,0.88
"Wilbarger County, Texas",3.31,3.44,,2.92,0.67
"Burke County, North Carolina",3.31,2.21,,2.93,0.48
"Alamance County, North Carolina",3.31,2.28,,6.98,0.08
"Suwannee County, Florida",3.31,5.44,0,3.84,0
"Orange County, Florida",3.3,1.5,0.06,4.83,0.32
"Macon County, Illinois",3.29,1.53,,3.7,0.22
"Chambers County, Texas",3.26,0,,4.28,0
"Iberville Parish, Louisiana",3.25,2.53,,13.58,0.04
"Webster County, Georgia",3.24,6.68,,29.52,0
"Morgan County, Alabama",3.23,2.18,0.36,4.9,2.24
"Oklahoma County, Oklahoma",3.23,3.11,,5.76,0.77
"Dauphin County, Pennsylvania",3.23,2.41,,3.87,0.37
"Oglethorpe County, Georgia",3.22,1.64,,10.57,1.68
"Trinity County, Texas",3.22,5.7,,4.59,1.05
"Ellis County, Texas",3.22,1.35,0.08,4.35,0.42
"Escambia County, Alabama",3.21,5.65,0.64,11.49,1.08
"Union Parish, Louisiana",3.21,0.54,,11.13,0
"Hill County, Texas",3.21,2.81,,3.07,0
"Gaston County, North Carolina",3.19,2.94,,10.33,5.98
"Jasper County, Mississippi",3.19,4.62,,22.65,0
"Terrebonne Parish, Louisiana",3.19,3.27,,6.15,0
"Swain County, North Carolina",3.19,,,,
"Iberia Parish, Louisiana",3.18,3.03,,8.87,1.1
"Tarrant County, Texas",3.17,1.86,,5.1,0.67
"Marshall County, Kentucky",3.16,,,,
"Chattooga County, Georgia",3.15,2.56,,4.48,3.2
"Berkeley County, South Carolina",3.14,3.59,,9.9,0
"Brunswick County, North Carolina",3.13,2.62,,11.04,8.15
"Nash County, North Carolina",3.13,1.21,,10.2,1.01
"Columbia County, Florida",3.13,3.46,,4.8,0
"Surry County, North Carolina",3.11,0.58,0.84,1.36,0.15
"Greensville County, Virginia",3.11,4.66,,22.13,0
"McCreary County, Kentucky",3.11,,,,
"Turner County, Georgia",3.09,1.39,,25.04,0
"Harnett County, North Carolina",3.08,3.04,,15.47,10.19
"Waller County, Texas",3.08,1.58,0.19,11.12,0
"Chariton County, Missouri",3.08,3.55,,,
"Polk County, Florida",3.07,1.79,0.31,4.25,0.12
"York County, South Carolina",3.06,2.48,,21.86,10.78
"Sedgwick County, Kansas",3.06,2.27,,3.05,0
"Morgan County, Indiana",3.06,,,,
"Kershaw County, South Carolina",3.05,3.45,,11.14,2.69
"Walker County, Alabama",3.05,1.62,0.07,3.21,1.55
"Fayette County, Alabama",3.04,3.14,,7.64,4.19
"St. Joseph County, Indiana",3.04,1.24,,3.63,0.4
"Bristol city, Virginia",3.04,0.67,,,
"Henry County, Virginia",3,1.64,0.1,8.76,0
"St. Clair County, Michigan",2.99,0.12,,0.74,0
"Perry County, Arkansas",2.99,1.15,,,
"Clark County, Kentucky",2.98,2.23,,2.07,1.39
"Dorchester County, South Carolina",2.97,3.46,,9.42,0.4
"Calhoun County, Florida",2.97,2.47,,3.85,0
"Mecklenburg County, North Carolina",2.95,2.89,0.63,14.77,10.48
"Wake County, North Carolina",2.94,1.83,,9.79,3.53
"Jackson County, Mississippi",2.93,2.34,,9.11,0.94
"Maury County, Tennessee",2.93,2.51,0.65,5.78,0
"Montgomery County, Tennessee",2.92,2.41,,6.78,1.55
"St. John the Baptist Parish, Louisiana",2.92,2.85,,9.94,0
"Gwinnett County, Georgia",2.9,1.05,,2.24,0.17
"Rowan County, North Carolina",2.89,1.37,0.17,17.03,9
"George County, Mississippi",2.89,1.76,,2.96,0
"Elbert County, Colorado",2.88,,,,
"Montgomery County, Kansas",2.87,1.22,,1.69,0.3
"Franklin County, Texas",2.86,4.2,,,5.51
"Milam County, Texas",2.86,2.77,,4.27,0
"West Carroll Parish, Louisiana",2.85,4.94,,4.73,0
"Coal County, Oklahoma",2.85,,,,
"Wicomico County, Maryland",2.84,0.97,,6.54,1.86
"Autauga County, Alabama",2.83,4.2,0.1,14.96,7.17
"Chilton County, Alabama",2.81,2.56,,4.18,0
"Delaware County, Indiana",2.81,1.48,,1.91,0
"Harris County, Texas",2.8,1.6,,8.18,0.45
"Davie County, North Carolina",2.79,3.24,,6.78,5.91
"Jack County, Texas",2.79,1.33,,,0.22
"Hartford County, Connecticut",2.78,0.94,,3.24,1.04
"Pitt County, North Carolina",2.78,1.61,,10.72,0.85
"Clark County, Ohio",2.77,0.93,,3,0.37
"Cass County, Michigan",2.77,0.94,,2.19,0
"Houston County, Tennessee",2.75,5.79,,,6.75
"Emanuel County, Georgia",2.75,6.33,,19.77,0
"Danville city, Virginia",2.74,1.09,,,
"Appling County, Georgia",2.73,4.12,,10.03,0
"Prairie County, Arkansas",2.73,2.04,,4.08,0
"Cumberland County, Kentucky",2.72,1.75,,,2.46
"Natchitoches Parish, Louisiana",2.72,2.7,,10.89,0
"Jefferson Parish, Louisiana",2.7,1.71,,6.23,0.1
"Lincoln County, West Virginia",2.7,,,,
"Knox County, Tennessee",2.69,1.6,,5.49,3.18
"Bourbon County, Kentucky",2.69,2.75,,3.28,0.68
"Charlevoix County, Michigan",2.69,,,,
"Suffolk city, Virginia",2.68,2.3,,13.49,1.24
"Lenawee County, Michigan",2.67,0.18,,0.46,0
"Clay County, Georgia",2.67,28.59,,34.3,0
"Garland County, Arkansas",2.66,2.68,,2.4,2.16
"Somerset County, New Jersey",2.66,0.33,,1.69,0.29
"Evangeline Parish, Louisiana",2.66,1.3,,7.77,0
"Newport News city, Virginia",2.65,1.53,,10.89,1.69
"Graves County, Kentucky",2.65,1.83,,1.37,0
"Mineral County, Nevada",2.64,3.63,,,
"Decatur County, Tennessee",2.64,2.13,,,
"Wilkes County, North Carolina",2.63,0.83,,2.22,0.91
"Hamblen County, Tennessee",2.63,0.49,,1.9,0
"Stephens County, Georgia",2.62,2.64,,4.28,5.08
"Colquitt County, Georgia",2.61,1.96,,10.25,1.27
"Scott County, Mississippi",2.61,2.02,0.76,16.94,0
"Wilcox County, Georgia",2.6,6.96,,18.85,2.5
"Trumbull County, Ohio",2.59,1.65,,2.25,0.01
"St. Mary Parish, Louisiana",2.59,3.88,,9.49,0
"Teton County, Idaho",2.58,,,,
"Alameda County, California",2.57,1.37,,4.81,0.66
"Pittsylvania County, Virginia",2.57,0.6,0.36,8.65,0.23
"Worth County, Georgia",2.57,2.5,,18.62,0
"Washington County, Texas",2.57,2.42,,6.95,0
"Iredell County, North Carolina",2.55,2.04,,10.56,7.09
"Wayne County, Mississippi",2.54,0.6,,16.1,0
"Franklin Parish, Louisiana",2.54,1.51,,12.81,0
"Pierce County, Georgia",2.54,0.67,,4.32,0
"LaPorte County, Indiana",2.54,1.93,,2.39,0
"Candler County, Georgia",2.53,3.42,0.99,18.13,0
"Lawrence County, Mississippi",2.53,3.83,,14.73,0
"Galveston County, Texas",2.52,1.84,,7.37,0.66
"Union County, New Jersey",2.52,1.46,,4.68,0.27
"Sangamon County, Illinois",2.52,2.29,,2.48,0.01
"Miami-Dade County, Florida",2.52,2.41,0.03,6.57,
"Houston County, Georgia",2.51,1.62,,9.07,3.79
"Logan County, Oklahoma",2.51,2.37,,5.31,1.45
"Beaver County, Pennsylvania",2.51,1.83,,1.63,0.27
"Kent County, Maryland",2.5,4.87,,4.15,0
"Washtenaw County, Michigan",2.5,1.56,,3.84,0
"Orange County, Texas",2.49,1.04,,3.55,0.82
"Bell County, Texas",2.49,1.73,,8.11,0
"Radford city, Virginia",2.49,1.02,,,
"Lexington County, South Carolina",2.48,1.79,,4.35,1.72
"Travis County, Texas",2.48,1.97,0.1,4.47,0
"Roane County, Tennessee",2.48,1.21,0.08,1.65,0
"St. Clair County, Alabama",2.47,2.13,,4.17,1.41
"Cook County, Georgia",2.46,4.79,,17.87,0
"Franklin County, Alabama",2.45,1.66,,1.64,1.19
"Letcher County, Kentucky",2.45,,,0.36,0.32
"Jefferson County, Ohio",2.45,1.14,,1.84,0.21
"Worcester County, Maryland",2.45,1.52,,4.61,0
"Walker County, Texas",2.44,3.12,,7.56,0
"Putnam County, West Virginia",2.44,,,,
"Taylor County, Kentucky",2.42,2.23,,2.12,0.74
"Woodruff County, Arkansas",2.42,4.17,,13.77,0
"Lee County, Georgia",2.42,1.35,,8.32,0
"Marion County, Florida",2.42,1.21,0.02,3.97,0
"Onslow County, North Carolina",2.41,1.06,,9.81,3.14
"Greene County, Mississippi",2.41,1.25,,6.68,0
"Perry County, Tennessee",2.41,1.53,,,
"Jefferson County, Illinois",2.4,2.8,,2.7,1.79
"Dinwiddie County, Virginia",2.4,0.43,,13.3,0.87
"Cabarrus County, North Carolina",2.39,1.72,0.14,17.63,14.83
"Winnebago County, Illinois",2.39,1.88,,2.84,0.17
"Hendry County, Florida",2.39,1.47,,4.62,0
"Choctaw County, Mississippi",2.38,2.15,,15.65,2.3
"St. Joseph County, Michigan",2.38,1.35,,0.81,0
"Elmore County, Alabama",2.37,2.4,,17.49,8.31
"Floyd County, Georgia",2.37,1.49,,5.68,1.36
"Erie County, Ohio",2.37,1.98,,2.4,0.95
"Baldwin County, Georgia",2.35,2.2,,15.55,1.09
"Champaign County, Illinois",2.35,0.72,,2.85,0.54
"San Francisco County, California",2.35,1.64,,2.8,0.48
"Floyd County, Indiana",2.33,0.99,,1.37,1.02
"Union County, Florida",2.33,0.75,,5.94,0
"Ray County, Missouri",2.33,1.05,,,
"Saline County, Kansas",2.32,1.34,,0.84,0
"Cabell County, West Virginia",2.32,0.43,,1.49,0
"Fredericksburg city, Virginia",2.32,2.95,,,
"Moore County, Tennessee",2.32,2.81,,,
"Baltimore County, Maryland",2.31,4.03,,3.3,0.02
"Union County, Mississippi",2.3,3.46,,4.37,4.42
"Mercer County, New Jersey",2.3,1.4,0.11,5.21,0.81
"Harlan County, Kentucky",2.3,3.31,,1.8,0.67
"Nicholas County, West Virginia",2.3,,,,
"Ben Hill County, Georgia",2.29,2.51,,19.11,4.96
"Garvin County, Oklahoma",2.29,0.27,,0.83,0
"Bell County, Kentucky",2.28,0.41,,1.63,0.77
"Franklin County, Ohio",2.28,1.66,,5.65,0.37
"McLennan County, Texas",2.28,1.64,0.02,6.45,0.15
"Douglas County, Nebraska",2.27,2.45,0.04,3.75,0
"Muskegon County, Michigan",2.26,1.92,,6.1,1.15
"Dorchester County, Maryland",2.26,2.21,,6.17,0
"Lynn County, Texas",2.25,,,,0.27
"Johnson County, Illinois",2.25,,,2.12,0
"Hancock County, Tennessee",2.25,,,,
"Westchester County, New York",2.24,1.88,,4.86,2.46
"Currituck County, North Carolina",2.23,2.58,,10.75,9.2
"Washington County, Arkansas",2.23,0.31,,0.56,0
"Franklin County, Florida",2.23,2.5,0.07,3.1,0
"Franklin County, Kentucky",2.23,0.88,,2.27,0
"Pike County, Georgia",2.22,1.76,,7.41,11.21
"Los Angeles County, California",2.22,1.14,0.01,3.11,0.4
"Logan County, Arkansas",2.22,1.64,,,0
"Queens County, New York",2.21,1.82,,4.63,0.44
"Hopewell city, Virginia",2.21,,,,
"Hillsborough County, Florida",2.2,1.72,0.2,4.29,0.22
"Marshall County, Tennessee",2.2,1.81,0.23,1.53,0
"Fulton County, Indiana",2.2,,,,
"Henderson County, Texas",2.19,1.08,,2.66,4.07
"Walton County, Georgia",2.19,1.21,,10.31,3.29
"Bryan County, Georgia",2.19,2.02,,5.97,0
"Randolph County, Illinois",2.17,2.11,,2.02,0
"Staunton city, Virginia",2.17,0.69,,,
"Woodford County, Kentucky",2.16,0.98,,2.47,0
"Pontotoc County, Oklahoma",2.15,1.64,,0.77,0
"Bedford County, Tennessee",2.15,1.35,0.17,2.46,0
"Campbell County, Tennessee",2.14,1.18,,0.22,0.22
"Nolan County, Texas",2.14,0.82,,1.56,0
"Weakley County, Tennessee",2.13,0.84,,0.47,1.34
"Wayne County, West Virginia",2.13,,,,
"Madison County, Illinois",2.12,1.46,,1.99,0.01
"Crenshaw County, Alabama",2.11,1.75,,30.14,17.17
"Somerset County, Maryland",2.11,1.08,,12.84,1.94
"Grayson County, Texas",2.1,1.97,,2.83,1.67
"Fairbanks North Star Borough, Alaska",2.1,0.48,,1.74,0.13
"Cobb County, Georgia",2.1,1.78,,4.01,0.09
"Racine County, Wisconsin",2.1,1.8,,3.3,0.05
"Osage County, Oklahoma",2.1,0.44,,3.9,0
"Cecil County, Maryland",2.1,0.78,,1.27,0
"Anderson County, Kentucky",2.1,2.89,,,
"Hart County, Georgia",2.09,2.01,,7.28,11.82
"Broward County, Florida",2.09,1.02,0.02,4.78,0.16
"Alachua County, Florida",2.09,2.19,0.03,5.99,0.15
"Brantley County, Georgia",2.09,0.68,,2.65,0
"Muhlenberg County, Kentucky",2.08,1.43,,3.21,1.9
"Tulsa County, Oklahoma",2.07,2.03,,3.82,0.43
"Pinellas County, Florida",2.07,1.09,0.19,2.31,0.12
"Volusia County, Florida",2.07,1.06,0,2.75,0.03
"Tippah County, Mississippi",2.07,,2.38,5.01,0
"Ballard County, Kentucky",2.07,,,,
"Maverick County, Texas",2.07,,,,
"Grant County, Indiana",2.05,1.81,,1.8,0
"St. Louis County, Missouri",2.04,0.94,0.01,4.89,0.36
"Lee County, Texas",2.03,2.6,0.16,4.62,0
"Nicholas County, Kentucky",2.02,,,,2.68
"Randolph County, Arkansas",2.02,,,,
"Hutchinson County, South Dakota",2.02,,,,
"Neosho County, Kansas",2.02,1.87,,,
"Bland County, Virginia",2.01,1.69,,,
"Wilson County, North Carolina",2,2.2,,15.58,4.41
"Guadalupe County, Texas",2,0.14,,2.39,0
"St. Landry Parish, Louisiana",1.99,2.47,,12.04,0
"Seward County, Nebraska",1.99,,,,
"Charles City County, Virginia",1.98,1.6,,16.95,0
"Page County, Iowa",1.97,,,,
"Sanilac County, Michigan",1.97,,,,
"Carteret County, North Carolina",1.96,1.22,,6.74,5.49
"San Jacinto County, Texas",1.96,1.78,0.31,5.06,0
"Albany County, New York",1.95,0.9,,2.6,0.95
"Reynolds County, Missouri",1.94,,,,
"Audrain County, Missouri",1.93,4.09,,1.59,0
"Monroe County, Florida",1.93,1.04,,1.31,0
"Darke County, Ohio",1.93,,,,
"Winkler County, Texas",1.93,,,,
"Catawba County, North Carolina",1.92,1.47,,5.84,2.87
"Butler County, Missouri",1.92,1.29,,1.36,0
"Clinton County, Ohio",1.91,0.88,,0.56,0
"Beaufort County, South Carolina",1.91,1.68,,8.81,0
"Neshoba County, Mississippi",1.91,1.96,,5.79,0
"Baker County, Florida",1.91,1.27,,4,0
"Shelby County, Alabama",1.9,1.24,,3.72,0.16
"Denver County, Colorado",1.9,1.41,,3.41,0.07
"Washington County, Oklahoma",1.9,0.36,,0.82,0
"Glenn County, California",1.9,0.68,,,
"Union County, Pennsylvania",1.89,0.39,,0.51,0
"Coweta County, Georgia",1.89,1.64,,9.48,0
"Walton County, Florida",1.89,2.3,0.12,1.73,0
"Summers County, West Virginia",1.89,0.83,,1.5,0
"Talbot County, Maryland",1.88,1.71,,3.87,0
"Fannin County, Texas",1.87,1.95,,2.11,3.01
"Robertson County, Tennessee",1.87,1.21,,6.65,2.21
"Cocke County, Tennessee",1.87,1.01,,2.87,2.03
"Kalamazoo County, Michigan",1.87,1.65,0.04,3.13,0
"Yukon-Koyukuk Census Area, Alaska",1.87,,,,
"Palm Beach County, Florida",1.86,1.33,0,3.8,0.14
"Hockley County, Texas",1.86,0.83,,1.48,0
"Liberty County, Texas",1.85,0.49,,5.57,0.13
"Nassau County, Florida",1.85,1.61,,3.34,0
"Noble County, Oklahoma",1.85,1.61,,,
"McMinn County, Tennessee",1.84,1.85,,3.62,2.56
"Allegheny County, Pennsylvania",1.84,1.17,,3.26,0.72
"Henderson County, Kentucky",1.84,0.53,,3.35,0.66
"Howard County, Texas",1.84,1.04,,1.28,0
"Kauai County, Hawaii",1.84,,,,
"Tensas Parish, Louisiana",1.83,,,22.1,0
"Bulloch County, Georgia",1.83,1.87,0.27,5.78,0
"Summit County, Ohio",1.82,1.13,,4.43,0.86
"Warren County, Pennsylvania",1.81,,,,
"Anderson County, Tennessee",1.8,1.08,,2.02,0.53
"Salem County, New Jersey",1.8,2.22,,3.54,0
"Kent County, Delaware",1.79,2,,5.83,0
"Lamar County, Texas",1.78,1.87,,4.86,0.58
"Ingham County, Michigan",1.78,1.23,,3.47,0
"Massac County, Illinois",1.78,2.35,,1.4,0
"Marion County, Illinois",1.77,0.33,,2.22,1.24
"Rutherford County, Tennessee",1.77,0.65,0.32,4.01,0.39
"Dawson County, Texas",1.77,0.27,,1.51,0.35
"Humphreys County, Tennessee",1.77,1.46,,0.9,0
"Matagorda County, Texas",1.77,2.89,,4.93,0
"Buncombe County, North Carolina",1.76,0.85,,4.77,2.29
"Levy County, Florida",1.76,3.06,,3.17,0
"Macon County, Tennessee",1.75,0.56,,,
"Oregon County, Missouri",1.74,,,,
"Potter County, Texas",1.73,1.59,0.02,3.79,0.56
"New Castle County, Delaware",1.73,1.34,,6.26,0.06
"Prince William County, Virginia",1.73,1.72,,4.48,0
"Brazos County, Texas",1.73,0.86,0.03,4.47,0
"Hunt County, Texas",1.71,1.93,,3.55,3.15
"Hudson County, New Jersey",1.71,1.94,,3.84,0.73
"Solano County, California",1.71,0.62,,3.9,0.72
"Concordia Parish, Louisiana",1.71,1.37,,14.98,0
"Posey County, Indiana",1.71,0.94,,,
"Stark County, Ohio",1.7,1.42,,2.43,0.83
"Atlantic County, New Jersey",1.7,2.3,,4.43,0.34
"Franklin County, Georgia",1.69,1.64,,3.59,4.66
"Sumter County, Florida",1.69,1.03,0.23,4.77,0.91
"Gaines County, Texas",1.69,,,,
"Newton County, Georgia",1.68,1.23,,13.86,1.93
"Lorain County, Ohio",1.68,0.77,0.13,2.86,0.16
"Lyon County, Kansas",1.68,0.73,,0.58,0
"Okmulgee County, Oklahoma",1.67,1.77,,5.74,2.56
"Lea County, New Mexico",1.67,0.34,,1.1,1.01
"Brevard County, Florida",1.67,1,0.08,2.52,0.1
"Gibson County, Indiana",1.67,2.01,,0.5,0
"Jones County, Texas",1.67,0.69,,1.33,0
"Acadia Parish, Louisiana",1.66,1.62,,5.45,2.15
"Lawrence County, Pennsylvania",1.66,0.81,,1.07,0.44
"Accomack County, Virginia",1.66,2.7,,10.38,0
"Wichita County, Texas",1.66,2.25,,3.81,0
"Wayne County, Indiana",1.65,1.5,,1.4,0
"Carroll County, Virginia",1.64,,,,0.27
"St. Charles Parish, Louisiana",1.64,1.79,,8.96,0
"Randolph County, Missouri",1.63,1.97,,1.97,0
"Onondaga County, New York",1.62,1.22,,1.87,0.54
"Kent County, Michigan",1.62,1.4,,3.34,0.42
"Marion County, Ohio",1.62,0.76,,1.17,0
"Kings County, New York",1.62,1.52,,5.66,0
"Caldwell County, North Carolina",1.62,0.83,,1.62,0
"Tishomingo County, Mississippi",1.61,1.24,,1.05,0.48
"Howard County, Maryland",1.61,0.81,,3.26,0
"Lake County, Illinois",1.61,1.11,,2.13,0
"Allen County, Kansas",1.61,1.37,,,
"Yell County, Arkansas",1.61,1.13,,,
"Chester County, Tennessee",1.6,4.95,,2.82,7.02
"Jackson County, Kentucky",1.59,,,,
"Macon County, Missouri",1.58,0.79,,,
