County,Percent 2020,Percent 2010,Percent 2000,Percent 1990,Percent 1980
"Allegany County, Maryland",0.5,0.38,,0.54,0
"Jefferson County, Tennessee",0.5,0.98,,1.43,0
"Rockwall County, Texas",0.5,0.43,,1.43,0
"Kingfisher County, Oklahoma",0.5,,,,
"Madison County, Kentucky",0.49,0.22,0.17,1.51,0.54
"Chautauqua County, New York",0.49,0.09,,0.79,0.43
"Hernando County, Florida",0.49,0.17,,1.16,0
"Warren County, Tennessee",0.49,0.46,,1.07,0
"Kitsap County, Washington",0.49,0.03,,0.74,0
"Reno County, Kansas",0.49,0.96,,0.74,0
"Putnam County, Indiana",0.49,,,0.71,0
"Montgomery County, Pennsylvania",0.49,0.4,,1.37,0
"White County, Georgia",0.49,,,,
"Clare County, Michigan",0.49,,,,
"Crook County, Oregon",0.49,0.86,,,
"Monterey County, California",0.48,0.29,,1.77,0.42
"Butte County, California",0.48,0.22,,0.34,0.11
"Bay County, Michigan",0.48,0.33,,0.39,0
"St. Martin Parish, Louisiana",0.48,0.48,,8.85,0
"Ross County, Ohio",0.48,0.37,,1.76,0
"Crawford County, Ohio",0.48,0.28,,,
"Wabash County, Indiana",0.48,0.22,,,
"Sullivan County, Indiana",0.48,0.83,,,
"York County, Pennsylvania",0.47,0.31,,1.25,0.52
"Henderson County, North Carolina",0.47,0.5,,1.03,0
"Ontario County, New York",0.47,0.17,,0.37,0
"Lafourche Parish, Louisiana",0.47,0.55,,4.52,0
"Payette County, Idaho",0.47,,,,
"Lawrence County, Kentucky",0.47,,,,
"Stanislaus County, California",0.46,0.26,,0.55,0.14
"Ocean County, New Jersey",0.46,0.4,,0.73,0.08
"Jackson County, North Carolina",0.45,0.29,,0.68,0.86
"Tyler County, Texas",0.45,1.63,,3.84,0.34
"San Mateo County, California",0.45,0.28,,1.59,0.25
"Mineral County, West Virginia",0.45,0.63,,1.03,0
"Miami County, Ohio",0.45,0.26,,0.65,0
"Weber County, Utah",0.45,0.38,,0.45,0
"Geauga County, Ohio",0.45,0.2,,0.45,0
"Valencia County, New Mexico",0.45,,,0.25,0
"Montgomery County, Virginia",0.45,0.06,,1.19,0
"Bureau County, Illinois",0.45,,,,
"Barry County, Missouri",0.45,,,,
"El Paso County, Texas",0.44,0.21,,1.64,0.04
"Union County, Illinois",0.44,,,,
"Madera County, California",0.43,0.45,,0.8,0.21
"Webster County, Iowa",0.43,0.35,,0.59,0
"Jefferson County, Missouri",0.43,0.23,,0.24,0
"Pike County, Missouri",0.43,1.63,,1.41,0
"Jasper County, Illinois",0.43,,,,
"Berrien County, Georgia",0.42,2.59,,4.31,6.36
"Boyd County, Kentucky",0.42,0.24,,0.75,0.41
"Val Verde County, Texas",0.42,,,0.69,0
"Larimer County, Colorado",0.42,,,0.16,0
"Prince George County, Virginia",0.42,,,9,0
"Meade County, Kentucky",0.42,,,3.25,0
"Williamson County, Texas",0.42,0.34,,2.14,0
"Russell County, Kentucky",0.42,,,,
"Greene County, Pennsylvania",0.42,,,,
"Loudon County, Tennessee",0.41,0.24,,2.02,2.21
"Columbia County, New York",0.41,1.23,,1.15,0.54
"Denton County, Texas",0.41,0.2,,2.09,0.36
"Macon County, North Carolina",0.41,,,0.12,
"Henry County, Indiana",0.41,0.36,,,
"Linn County, Oregon",0.41,,,,
"Fairfax city, Virginia",0.41,0.79,,,
"Burnet County, Texas",0.41,0.43,,,
"San Luis Obispo County, California",0.4,0.4,,0.55,0
"Clermont County, Ohio",0.4,0.13,,0.3,0
"Louisa County, Virginia",0.4,,,10.99,0
"Perry County, Indiana",0.4,,,,
"Marion County, Kentucky",0.39,0.82,,4.61,1.43
"Montgomery County, Maryland",0.39,0.33,,3.56,0.34
"Berkeley County, West Virginia",0.39,0.42,,1.15,0
"Pulaski County, Virginia",0.39,0.5,,1.7,0
"Pike County, Kentucky",0.39,0.28,,,
"McKinley County, New Mexico",0.39,0.18,,,
"Douglas County, Illinois",0.39,,,,
"Gladwin County, Michigan",0.39,,,,
"Luna County, New Mexico",0.39,,,,
"Orange County, New York",0.38,0.46,,2.41,1.05
"Tuscarawas County, Ohio",0.38,0.1,,0.35,0.14
"Canadian County, Oklahoma",0.38,0.22,,0.97,0.08
"DuPage County, Illinois",0.38,0.33,,0.62,0
"Lancaster County, Pennsylvania",0.38,0.42,,0.58,0
"Botetourt County, Virginia",0.38,0,,1.64,0
"Adams County, Nebraska",0.38,0.24,,,
"Chelan County, Washington",0.38,,,,
"Tazewell County, Virginia",0.37,0.12,,0.78,0.37
"McDonough County, Illinois",0.37,0.17,,0.83,0
"Yakima County, Washington",0.37,0.08,,0.29,0
"Yuba County, California",0.37,0.37,,1.21,0
"Mifflin County, Pennsylvania",0.37,0.16,,,
"Cibola County, New Mexico",0.37,,,,
"Gray County, Texas",0.36,2.48,,1.24,1.54
"Mercer County, West Virginia",0.36,0.15,,2.6,0.61
"Imperial County, California",0.36,0.38,,0.57,0.51
"Maricopa County, Arizona",0.36,0.16,,0.95,0.1
"Marion County, West Virginia",0.36,1.36,,0.96,0
"Del Norte County, California",0.36,,,0.8,0
"Midland County, Michigan",0.36,,,0.34,0
"Nez Perce County, Idaho",0.36,,,,
"Vernon County, Missouri",0.36,,,,
"Wyoming County, West Virginia",0.36,0.76,,,
"Rogers County, Oklahoma",0.36,0.43,,,
"Perry County, Kentucky",0.35,0.63,,0.54,0.47
"Muskingum County, Ohio",0.35,0.21,,1.17,0
"Fayette County, Ohio",0.35,0.13,,0.67,0
"Jefferson County, West Virginia",0.35,0.57,,2.27,0
"Pickaway County, Ohio",0.35,0.33,,2.1,0
"Augusta County, Virginia",0.35,0.1,,2.06,0
"Clay County, Florida",0.35,0.23,,1.72,0
"Ohio County, West Virginia",0.35,0.53,,1.21,0
"Harrisonburg city, Virginia",0.35,0.35,,,
"Grant County, New Mexico",0.35,,,,
"Fulton County, Ohio",0.35,,,,
"Douglas County, Washington",0.35,,,,
"Parker County, Texas",0.34,,,0.38,0.34
"Montgomery County, Texas",0.34,0.27,,1.9,0.16
"Grand Forks County, North Dakota",0.34,,,0.69,0
"Washington County, Ohio",0.34,0.29,,0.42,0
"Jefferson County, Pennsylvania",0.34,,,,
"Osceola County, Florida",0.33,0.35,,2.2,0.69
"Lawrence County, Indiana",0.33,0.4,,,
"McPherson County, Kansas",0.33,,,,
"Adams County, Colorado",0.32,0.04,,0.93,0
"Greene County, Missouri",0.32,0.23,,0.58,0
"Kings County, California",0.32,0.21,,1.87,0
"Arapahoe County, Colorado",0.32,0.19,,1.62,0
"Knox County, Ohio",0.32,0.2,,,
"Klamath County, Oregon",0.32,0.05,,,
"Grand Traverse County, Michigan",0.32,,,,
"Auglaize County, Ohio",0.32,,,,
"Pasco County, Florida",0.31,0.13,,0.58,0
"Monroe County, Pennsylvania",0.31,,,0.44,0
"Shelby County, Ohio",0.31,0.77,,0.39,0
"Cass County, Missouri",0.31,0.01,,0.37,0
"Stafford County, Virginia",0.31,0.28,,2.78,0
"Franklin County, Washington",0.3,0.26,,1.03,1.06
"Berkshire County, Massachusetts",0.3,0.18,,1.04,0.59
"Lee County, Iowa",0.3,,,0.77,0
"Berks County, Pennsylvania",0.3,0.26,,0.71,0
"Hickman County, Tennessee",0.3,1.22,,0.29,0
"Marion County, Arkansas",0.3,,,,
"Clay County, Illinois",0.3,,,,
"Barton County, Kansas",0.3,0.44,,,
"Russell County, Virginia",0.29,0.82,,1.89,1.7
"Cattaraugus County, New York",0.29,0.38,,0.15,0
"Cumberland County, Tennessee",0.29,,,,
"Lehigh County, Pennsylvania",0.28,0.24,,0.65,0.11
"Santa Clara County, California",0.28,0.14,,1.01,0.05
"Matanuska-Susitna Borough, Alaska",0.28,0.22,,0.08,
"Knox County, Indiana",0.28,,,,
"Scotts Bluff County, Nebraska",0.28,,,,
"Daviess County, Kentucky",0.27,0.24,,1.69,0.1
"Henderson County, Tennessee",0.27,0.53,,0.53,0
"Montcalm County, Michigan",0.27,,,0.53,0
"Cascade County, Montana",0.27,0.09,,0.37,0
"Pulaski County, Kentucky",0.27,0.43,,0.37,0
"Siskiyou County, California",0.27,0.4,,0.35,0
"Sarpy County, Nebraska",0.27,,,1.85,0
"Kenosha County, Wisconsin",0.27,0.12,,1.39,0
"Coshocton County, Ohio",0.27,0.13,,,
"Carroll County, Arkansas",0.27,,,,
"Butler County, Kansas",0.27,,,,
"Albany County, Wyoming",0.27,,,,
"Windham County, Connecticut",0.26,0.15,,0.34,0.1
"Gloucester County, Virginia",0.26,0.32,,4.3,0
"Brown County, Texas",0.26,0.1,,1.51,0
"Defiance County, Ohio",0.26,,,,
"Polk County, Oregon",0.26,,,,
"Sullivan County, New York",0.25,,,2,0.63
"Wood County, Ohio",0.25,0.38,,0.35,0
"Grant County, Washington",0.25,0.06,,0.25,0
"Essex County, Virginia",0.25,,,15.82,0
"Lincoln County, Montana",0.25,,,,
"Tompkins County, New York",0.24,0.06,,1.27,0.8
"Jefferson Davis Parish, Louisiana",0.24,1.4,,5.62,0.35
"Blair County, Pennsylvania",0.24,0.15,,0.4,0.19
"Newport County, Rhode Island",0.24,0.14,,0.74,0
"Sandoval County, New Mexico",0.24,0.14,,0.35,0
"Hendricks County, Indiana",0.24,0.22,,0.3,0
"Indiana County, Pennsylvania",0.23,0.26,,0.73,0.47
"Lake County, Ohio",0.23,0.24,,0.69,0.23
"Marquette County, Michigan",0.23,,,0.48,0
"Calvert County, Maryland",0.23,,,4.45,0
"Bedford County, Virginia",0.23,,,2.86,0
"Apache County, Arizona",0.23,,,,
"Polk County, Tennessee",0.23,,,,
"Sauk County, Wisconsin",0.23,,,,
"Cumberland County, Maine",0.22,0.1,,0.26,0.12
"Lee County, Illinois",0.22,0.33,,0.89,0
"Honolulu County, Hawaii",0.22,,,0.82,0
"Clinton County, Iowa",0.22,0.25,,0.39,0
"Vermilion Parish, Louisiana",0.22,0.33,,4.11,0
"White County, Illinois",0.22,,,,
"Bullitt County, Kentucky",0.22,,,,
"Bryan County, Oklahoma",0.22,,,,
"Greene County, Tennessee",0.21,0.14,,1.82,1
"Thurston County, Washington",0.21,,,0.48,0
"Coles County, Illinois",0.21,0.54,,0.43,0
"Marion County, Oregon",0.2,0.06,,0.3,0.06
"Middlesex County, Massachusetts",0.2,0.15,,0.69,0.02
"Dane County, Wisconsin",0.2,0.16,,0.93,0
"Barnstable County, Massachusetts",0.2,,,0.29,0
"Cass County, Indiana",0.2,0.32,,,
"Bonneville County, Idaho",0.2,0.19,,,
"Christian County, Missouri",0.2,,,,
"Warren County, Virginia",0.19,0.33,,1.51,0.7
"Providence County, Rhode Island",0.19,0.11,,1.39,0.09
"Lancaster County, Nebraska",0.19,0.13,,0.71,0
"Kosciusko County, Indiana",0.19,0.02,,,
"Preble County, Ohio",0.19,,,,
"Umatilla County, Oregon",0.19,,,,
"Adams County, Pennsylvania",0.18,0.18,,0.55,0.31
"Plymouth County, Massachusetts",0.18,0.12,,0.97,0.05
"Washoe County, Nevada",0.18,0.24,,0.59,0
"Pennington County, South Dakota",0.18,0.18,,0.55,0
"Sutter County, California",0.18,,,0.45,0
"Lake County, California",0.18,,,0.4,0
"Albemarle County, Virginia",0.18,,,5.17,0
"Fairfax County, Virginia",0.18,0.14,,2.83,0
"Ionia County, Michigan",0.18,,,1.55,0
"Eaton County, Michigan",0.18,,,1.28,0
"Brooke County, West Virginia",0.18,0.15,,,
"Calaveras County, California",0.18,,,,
"Lewis County, Washington",0.18,,,,
"Jim Wells County, Texas",0.18,0.47,,,
"Cumberland County, Pennsylvania",0.17,0.26,,0.76,0.43
"Spokane County, Washington",0.17,0.14,,0.38,0.01
"Genesee County, New York",0.17,0.3,,0.89,0
"Platte County, Missouri",0.17,0.21,,0.7,0
"Placer County, California",0.17,,,0.16,0
"Hays County, Texas",0.17,0.2,,1.37,0
"Lapeer County, Michigan",0.17,,,,
"Doa Ana County, New Mexico",0.16,0.17,,0.45,0.04
"Navajo County, Arizona",0.16,0.19,,0.23,0
"York County, Maine",0.16,0.06,,0.07,0
"Lawrence County, Illinois",0.16,0.11,,,
"Malheur County, Oregon",0.16,,,,
"Richmond County, New York",0.15,0.07,,1.86,0.23
"Pinal County, Arizona",0.15,0.1,,0.71,0.15
"Yuma County, Arizona",0.15,0.11,,0.65,0.09
"St. Francois County, Missouri",0.15,,,0.53,0
"Wood County, West Virginia",0.15,0.03,,0.34,0
"Salt Lake County, Utah",0.15,0.13,,0.23,0
"Minnehaha County, South Dakota",0.15,0.15,,0.21,0
"St. Louis County, Minnesota",0.15,0.09,,0.18,0
"Hawaii County, Hawaii",0.15,,,0.11,0
"Spotsylvania County, Virginia",0.15,,,4.19,0
"Collier County, Florida",0.15,0.35,,1.4,0
"Warren County, New York",0.15,0.17,,,
"Harrison County, Indiana",0.15,0.14,,,
"Hughes County, Oklahoma",0.15,,,,
"Jackson County, Oregon",0.15,,,,
"Worcester County, Massachusetts",0.14,0.06,,0.71,0.22
"Bucks County, Pennsylvania",0.14,0.06,,0.72,0.04
"Shasta County, California",0.14,0.07,,0.2,0.04
"Rockingham County, Virginia",0.14,,,0.97,0
"Marin County, California",0.14,0.31,,0.9,0
"Clay County, Missouri",0.14,0.06,,0.58,0
"Sussex County, New Jersey",0.14,0.12,,0.24,0
"Frederick County, Virginia",0.13,,,1.35,0.15
"Bristol County, Massachusetts",0.13,0.09,,0.45,0.07
"Delaware County, Ohio",0.13,0.08,,0.73,0
"Johnson County, Iowa",0.13,0.14,,0.65,0
"Centre County, Pennsylvania",0.13,0.11,,0.51,0
"Orange County, California",0.13,0.08,,0.47,0
"Comal County, Texas",0.13,0.17,,,
"Natrona County, Wyoming",0.13,0.16,,,
"Schoharie County, New York",0.13,,,,
"Hampshire County, Massachusetts",0.12,0.02,,0.59,0.21
"Licking County, Ohio",0.12,0.42,,0.59,0
"Allegan County, Michigan",0.12,0.21,,0.48,0
"Tolland County, Connecticut",0.12,,,0.48,0
"Bartholomew County, Indiana",0.12,0.24,,0.42,0
"Johnson County, Indiana",0.12,0.22,,0.32,0
"McKean County, Pennsylvania",0.12,,,0.21,0
"Cameron County, Texas",0.12,,,0.14,0
"Yellowstone County, Montana",0.12,0.08,,0.12,0
"Oconee County, Georgia",0.12,1.36,,3.14,0
"Broome County, New York",0.11,0.15,,0.65,0.24
"Jefferson County, New York",0.11,0.01,,1.05,0.06
"Johnson County, Kansas",0.11,0.12,,0.66,0
"Essex County, Massachusetts",0.11,0.05,,0.56,0
"Coconino County, Arizona",0.11,0.13,,0.34,0
"Catoosa County, Georgia",0.11,0.29,,,
"Androscoggin County, Maine",0.11,0.17,,,
"Noble County, Indiana",0.11,,,,
"Williams County, Ohio",0.11,,,,
"Monongalia County, West Virginia",0.1,0.08,,0.71,0
"Lebanon County, Pennsylvania",0.1,0.04,,0.15,0
"Schuylkill County, Pennsylvania",0.1,0.12,,0.1,0
"Loudoun County, Virginia",0.1,0.06,,2.77,0
"Douglas County, Colorado",0.1,,,,
"Habersham County, Georgia",0.09,,,1.77,0.54
"Northampton County, Pennsylvania",0.09,0.05,,0.61,0.12
"St. Charles County, Missouri",0.09,0.11,,0.82,0
"Randall County, Texas",0.09,,,0.52,0
"Litchfield County, Connecticut",0.09,0.08,,0.29,0
"Hancock County, Ohio",0.09,0.08,,0.25,0
"Kootenai County, Idaho",0.09,,,,
"Porter County, Indiana",0.09,,,,
"Hancock County, Maine",0.09,,,,
"Yolo County, California",0.08,,,0.6,0.47
"Livingston County, Michigan",0.08,0.07,,0.21,0
"Jefferson County, Colorado",0.08,,,0.2,0
"Santa Fe County, New Mexico",0.08,,,0.17,0
"Hidalgo County, Texas",0.08,,,0.1,0
"Chippewa County, Michigan",0.08,,,1.78,0
"Northumberland County, Pennsylvania",0.08,0.12,,,
"Nevada County, California",0.08,,,,
"Mesa County, Colorado",0.08,,,,
"Webster County, Missouri",0.08,,,,
"Merrimack County, New Hampshire",0.08,,,,
"Deschutes County, Oregon",0.08,,,,
"Clark County, Washington",0.07,0.09,,0.34,0.18
"Lane County, Oregon",0.07,0.08,,0.2,0.07
"Tippecanoe County, Indiana",0.07,0.07,,0.65,0
"Bedford County, Pennsylvania",0.06,0.05,,0.32,0.33
"Fremont County, Colorado",0.06,,,0.55,0
"Luzerne County, Pennsylvania",0.06,0.04,,0.28,0
"Benton County, Washington",0.06,,,0.27,0
"Gallatin County, Montana",0.06,0.13,,,
"Mohave County, Arizona",0.06,,,,
"Dakota County, Minnesota",0.05,0.08,,0.43,0
"Warren County, New Jersey",0.05,0.11,,0.34,0
"Brown County, Wisconsin",0.05,,,0.18,0
"Lackawanna County, Pennsylvania",0.05,0.27,,0.17,0
"Pottawattamie County, Iowa",0.05,,,,
"Rockingham County, New Hampshire",0.04,,,0.27,0.05
"Davis County, Utah",0.04,0.07,,0.39,0
"Canyon County, Idaho",0.04,,,,
"Sonoma County, California",0.03,0.02,,0.38,0.03
"Snohomish County, Washington",0.03,0.06,,0.28,0
"Forsyth County, Georgia",0.03,,,,
"Humboldt County, California",0.02,,,0.18,0
"Yavapai County, Arizona",0.02,,,,
"Saratoga County, New York",0.01,0.01,,0.39,0.15
"Weld County, Colorado",0.01,,,0.12,0
"Jeff Davis County, Texas",,,,,95.81
"Dare County, North Carolina",,,,1.03,48.85
"Archer County, Texas",,,,,7.29
"Banks County, Georgia",,,,,5.52
"Plaquemines Parish, Louisiana",,,,6.91,3.64
"Clay County, Kansas",,,,2.06,1.93
"Stephens County, Texas",,,,,1.83
"Franklin County, Arkansas",,,,,1.55
"Shackelford County, Texas",,,,,1.17
"Hardeman County, Texas",,,,,1.1
"Fulton County, New York",,0.28,,1.25,1.04
"Carroll County, Kentucky",,,,,0.66
"Smyth County, Virginia",,,,1.23,0.61
"Adair County, Kentucky",,,,0.53,0.54
"Floyd County, Texas",,2.99,,,0.51
"Susquehanna County, Pennsylvania",,,,0.45,0.48
"Bath County, Kentucky",,,,,0.46
"Chenango County, New York",,,,0.42,0.45
"Putnam County, New York",,,,0.61,0.44
"Childress County, Texas",,2.56,,,0.43
"Collingsworth County, Texas",,,,,0.39
"Ozaukee County, Wisconsin",,,,0.3,0.33
"Armstrong County, Pennsylvania",,,,0.15,0.31
"Boone County, Kentucky",,,,,0.31
"Reeves County, Texas",,,,,0.23
"Atoka County, Oklahoma",,0.86,,1.78,0.13
"Montgomery County, New York",,,,0.07,0.06
"Oldham County, Kentucky",,,,1.4,0.06
"Payne County, Oklahoma",,0.25,,0.86,0.05
"Grant County, Kentucky",,,,,0.05
"Amador County, California",,,,1.14,0
"Morgan County, Ohio",,,,1.12,0
"Breckinridge County, Kentucky",,,,1.08,0
"Wythe County, Virginia",,0.41,,1.03,0
"Clinton County, Illinois",,,,0.93,0
"Elmore County, Idaho",,,,0.84,0
"Wyoming County, New York",,0.84,,0.82,0
"Caddo County, Oklahoma",,,,0.8,0
"Athens County, Ohio",,,,0.74,0
"Mecosta County, Michigan",,,,0.73,0
"Warren County, Missouri",,,,0.72,0
"Clinton County, New York",,,,0.72,0
"San Patricio County, Texas",,0.79,,0.72,0
"Washington County, New York",,,,0.71,0
"Fayette County, Illinois",,,,0.69,0
"Tuolumne County, California",,,,0.68,0
"Ward County, North Dakota",,,,0.68,0
"Meade County, South Dakota",,,,0.67,0
"Carroll County, Maryland",,,,0.66,0
"Franklin County, New York",,,,0.62,0
"Belmont County, Ohio",,0.25,,0.61,0
"Iosco County, Michigan",,,,0.61,0
"Lincoln County, Missouri",,,,0.57,0
"Island County, Washington",,,,0.53,0
"Livingston County, New York",,,,0.5,0
"Hunterdon County, New Jersey",,,,0.49,0
"Essex County, New York",,,,0.47,0
"Norfolk County, Massachusetts",,,,0.46,0
"Montgomery County, Illinois",,,,0.45,0
"Graham County, Arizona",,,,0.44,0
"Wayne County, Ohio",,0.32,,0.43,0
"Fulton County, Illinois",,,,0.43,0
"Story County, Iowa",,,,0.41,0
"Dodge County, Wisconsin",,,,0.41,0
"Henry County, Illinois",,0.6,,0.4,0
"Campbell County, Kentucky",,,,0.39,0
"Washington County, Minnesota",,,,0.38,0
"Fairfield County, Ohio",,,,0.38,0
"Carson City, Nevada",,,,0.36,0
"Isabella County, Michigan",,,,0.33,0
"Huron County, Ohio",,,,0.3,0
"Napa County, California",,0.27,,0.28,0
"LaSalle County, Illinois",,,,0.27,0
"Seneca County, New York",,,,0.27,0
"Olmsted County, Minnesota",,0.04,,0.25,0
"St. Lawrence County, New York",,0.16,,0.24,0
"Medina County, Ohio",,0.14,,0.24,0
"Boulder County, Colorado",,,,0.23,0
"Washington County, Rhode Island",,,,0.23,0
"Hillsborough County, New Hampshire",,,,0.22,0
"Madison County, New York",,,,0.22,0
"Otsego County, New York",,,,0.22,0
"Aroostook County, Maine",,,,0.21,0
"Ottawa County, Michigan",,,,0.2,0
"Steuben County, New York",,,,0.2,0
"Anoka County, Minnesota",,,,0.19,0
"Benton County, Oregon",,,,0.18,0
"Washington County, Oregon",,,,0.18,0
"Winnebago County, Wisconsin",,,,0.16,0
"Kent County, Rhode Island",,,,0.15,0
"Chittenden County, Vermont",,,,0.15,0
"Mendocino County, California",,,,0.14,0
"Whatcom County, Washington",,,,0.14,0
"Ada County, Idaho",,0.06,,0.13,0
"El Dorado County, California",,,,0.13,0
"Strafford County, New Hampshire",,,,0.13,0
"Waukesha County, Wisconsin",,,,0.12,0
"Oswego County, New York",,,,0.11,0
"Clackamas County, Oregon",,,,0.11,0
"Butler County, Pennsylvania",,,,0.1,0
"Penobscot County, Maine",,,,0.09,0
"Richmond County, Virginia",,,,24.6,0
"Johnson County, Georgia",,6.6,0.07,20.52,0
"Cumberland County, Virginia",,,,16.55,0
"Charlotte County, Virginia",,,,15.33,0
"Westmoreland County, Virginia",,,,13.86,0
"Amelia County, Virginia",,,,13.76,0
"Hyde County, North Carolina",,,,13.69,0
"King William County, Virginia",,4.65,,13.16,0
"Lancaster County, Virginia",,,,12.32,0
"Northumberland County, Virginia",,,,12.01,0
"Catahoula Parish, Louisiana",,1.75,,10.68,0
"Fluvanna County, Virginia",,,,8.7,0
"Avoyelles Parish, Louisiana",,0.88,,7.86,0
"Powhatan County, Virginia",,,,7.85,0
"New Kent County, Virginia",,,,7.73,0
"Middlesex County, Virginia",,1.55,,7.07,0
"Appomattox County, Virginia",,,,6.78,0
"James City County, Virginia",,0.71,,6.41,0
"King George County, Virginia",,,,6.27,0
"Culpeper County, Virginia",,,,5.37,0
"Caldwell Parish, Louisiana",,,,5.03,0
"Heard County, Georgia",,,,5,0
"Aleutians West Census Area, Alaska",,,,4.39,0
"Madison County, Virginia",,,,4.27,0
"Mathews County, Virginia",,,,3.98,0
"Lafayette County, Florida",,2.01,,3.51,0
"Jackson County, Texas",,,,3.12,0
"Refugio County, Texas",,,,2.67,0
"Clarke County, Virginia",,,,2.55,0
"Greene County, Virginia",,,,2.51,0
"Dixie County, Florida",,,,2.21,0
"Brown County, Illinois",,,,2.19,0
"Gilchrist County, Florida",,1.76,,2.15,0
"Hart County, Kentucky",,,,2.14,0
"DeKalb County, Missouri",,,,1.88,0
"Kiowa County, Oklahoma",,,,1.65,0
"Cameron Parish, Louisiana",,,,1.58,0
"Lassen County, California",,,,1.34,0
"Livingston County, Illinois",,,,1.33,0
"Henry County, Kentucky",,5.46,,1.25,0
"Perry County, Pennsylvania",,,,1.92,
"Clallam County, Washington",,,,0.63,
"Salem city, Virginia",,0.28,,,
"Hancock County, Indiana",,0.27,,,
"Twin Falls County, Idaho",,0.23,,,
"Clearfield County, Pennsylvania",,0.14,,,
"Walworth County, Wisconsin",,0.12,,,
"Cherokee County, Kansas",,0.12,,,
"Ashland County, Ohio",,0.11,,,
"Webb County, Texas",,0.08,,,
"Washington County, Vermont",,0.06,,,
"Utah County, Utah",,0.04,,,
"Otero County, Colorado",,0.02,,,
"Flathead County, Montana",,0.02,,,
"Dimmit County, Texas",,,,,
"Colonial Heights city, Virginia",,,,,
"Venango County, Pennsylvania",,,,,
"Dubuque County, Iowa",,,,,
"Sutton County, Texas",,,,,
"Garrard County, Kentucky",,,0.55,,
"Lewis County, Tennessee",,,0.12,,
"Lexington city, Virginia",,4.63,,,
"Rice County, Kansas",,2.43,,,
"Swisher County, Texas",,2.41,,,
"Searcy County, Arkansas",,2.17,,,
"Valdez-Cordova Census Area, Alaska",,1.91,,,
"Montgomery County, Arkansas",,1.88,,,
"Ritchie County, West Virginia",,1.7,,,
"Morgan County, Tennessee",,1.62,,,
"Martin County, Kentucky",,1.38,,,
"Monroe County, Missouri",,1.38,,,
"Carroll County, Missouri",,1.3,,,
"Butler County, Iowa",,1.23,,,
"Roane County, West Virginia",,1.21,,,
"Baxter County, Arkansas",,1.2,,,
"Marshall County, Oklahoma",,1.16,,,
"Giles County, Virginia",,1.04,,,
"Inyo County, California",,0.96,,,
"Bledsoe County, Tennessee",,0.92,,,
"Jefferson County, Oregon",,0.86,,,
"Asotin County, Washington",,0.83,,,
"Henry County, Missouri",,0.82,,,
"Bates County, Missouri",,0.73,,,
"Edgar County, Illinois",,0.65,,,
"Finney County, Kansas",,0.55,,,
"Washington County, Utah",,0.48,,,
"Howell County, Missouri",,0.46,,,
"Okanogan County, Washington",,0.45,,,